title,release_year,locations,lat,long,imdbID,rating_imdb,poster,genre,sentiment,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
Milk,2008,Marine Fireman's Union Headquarters,37.786052,-122.3977242,tt1013753,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg,"Biography,Drama,History",0.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Milk,2008,Lower Haight Street,37.7711693,-122.4379324,tt1013753,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg,"Biography,Drama,History",0.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Milk,2008,Grace Cathedral Episcopal Church (1100 California Street),37.7918593,-122.4133739,tt1013753,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg,"Biography,Drama,History",0.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Milk,2008,Golden Gate Bridge,37.8194509,-122.4784353,tt1013753,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg,"Biography,Drama,History",0.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Need For Speed,2014,Embarcadero from Broadway to Folsom,37.79952,-122.3978588,tt2369135,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_SX300.jpg,"Action,Crime,Thriller",-0.73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Need For Speed,2014,California St from Taylor to Powell,37.7862742,-122.4110411,tt2369135,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_SX300.jpg,"Action,Crime,Thriller",-0.73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Need For Speed,2014,Mason St from Pine to Sacramento,37.7917611,-122.4108106,tt2369135,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_SX300.jpg,"Action,Crime,Thriller",-0.73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Need For Speed,2014,Powell St. from Geary to Sacramento,37.7844688,-122.4079864,tt2369135,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_SX300.jpg,"Action,Crime,Thriller",-0.73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
On the Road,2012,Bay Bridge,37.7982799,-122.3778182,tt0337692,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_SX300.jpg,"Adventure,Drama,Romance",0.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On the Road,2012,Sacramento & Montgomery Streets,37.7937989,-122.4029789,tt0337692,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_SX300.jpg,"Adventure,Drama,Romance",0.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On the Road,2012,2017 23rd Street,37.754504,-122.400041,tt0337692,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_SX300.jpg,"Adventure,Drama,Romance",0.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On the Road,2012,Filbert & Leavenworth Streets,37.8003487,-122.4176339,tt0337692,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_SX300.jpg,"Adventure,Drama,Romance",0.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pacific Heights,1990,Texas & 19th Streets (Potrero Hill),37.7613708,-122.3954666,tt0100318,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMTEzMjgwMl5BMl5BanBnXkFtZTgwOTU1NTk4NjE@._V1_SX300.jpg,Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Parks and Recreation,2014,Filbert from Hyde to Leavenworth,37.8002388,-122.4193474,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation,2014,Columbus and Green,37.8011696,-122.4115107,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation,2014,Larkin & Fulton,37.779594,-122.4168277,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation,2014,Embarcadero & Market,37.7980721,-122.3968204,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patch Adams,1998,Treasure Island,37.8235515,-122.370648,tt0129290,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Biography,Comedy,Drama",1.33,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patch Adams,1998,Sheraton Palace Hotel (639 Market Street),37.7887507,-122.4020904,tt0129290,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Biography,Comedy,Drama",1.33,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Playing Mona Lisa,2000,Conservatory of Flowers (Golden Gate Park),37.772608,-122.4602482,tt0187559,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MTExNTM3NV5BMl5BanBnXkFtZTcwMjAwNDUxMQ@@._V1_SX300.jpg,Comedy,-0.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,1536 Noe St.,37.7444845,-122.4313866,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,24 Hill St.,37.7562146,-122.4222426,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,21st St & Sanchez,37.756369,-122.4301273,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,4015 21st St,37.7558152,-122.4361616,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Tank Hill Park,37.759931,-122.4477144,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Clement St. from 6th to 7th Ave. ,37.7828573,-122.4639038,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Wine Impression,37.7864371,-122.4510344,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Clement St. from 5th and 7th Ave. ,37.7828573,-122.4639038,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Claire Lilienthal Elementary School,37.8033864,-122.4434063,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Yerba Buena Gardens,37.7850153,-122.4023464,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Tonga Room,37.7921357,-122.4099773,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Cal-Mart Supermarket,37.7861918,-122.4528223,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,McLaren Lodge,37.7718795,-122.4547308,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Bechelli's Flower Market Cafe,37.7751548,-122.4010668,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,923 Vermont St.,37.7579997,-122.4037415,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quitters,2015,Geary from 22nd Ave to Arguello,37.780853,-122.470795,tt3018528,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,"Comedy,Drama,Family",0.17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Diaper Baby,2004,"Magic Theater (Fort Mason, Golden Gate National Recreation Area)",37.8069085,-122.4307544,tt0350041,7.7,http://ia.media-imdb.com/images/M/MV5BMTg1MTM1MDg1Ml5BMl5BanBnXkFtZTgwODU4OTk1MDE@._V1_SX300.jpg,Comedy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,York & 24th St.,37.7528607,-122.408214,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,2nd St & Howard,37.7867936,-122.3982678,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,Montgomery & Market Streets,37.7888213,-122.4019962,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,Broadway & Taylor,37.797071,-122.413562,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,Mason & Sacramento St,37.7927762,-122.4110042,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summertime,2015,Chinatown (Stockton @ Jackson & Jackson toward Grant,37.7941378,-122.4077914,tt0048673,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BZTdmMTRjNTMtYmUzMy00YmE5LWI1ZDYtNGEyYTRkOTIwMTk1XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"Romance,Drama",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Red Widow,2013,Geary & 27th Ave,37.7800493,-122.4869012,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,Geary & 20th Ave,37.7802754,-122.479395,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,Pioneer Park at Coit Tower,37.8028575,-122.4059887,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,Vallejo Street Garage,37.798724,-122.4099113,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,California & Davis St,37.7935225,-122.3976275,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Widow,2013,Golden Gate Ave & Jones,37.7820851,-122.4122427,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rent,2005,Treasure Island,37.8235515,-122.370648,tt0294870,7,https://images-na.ssl-images-amazon.com/images/M/MV5BOTNmZWI2NzItNmNmMC00ZGY2LWE4ZTAtNjMxZTJiZWUwMzAyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Musical,Romance",-0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Romeo Must Die,2000,Chinatown,37.7941378,-122.4077914,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Must Die,2000,Embarcadero Street,37.7980721,-122.3968204,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,2nd St. at Townsend St.,37.7806303,-122.3905427,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Jefferson St. at Powell St.,37.8085974,-122.4125358,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Grant St. at Bush St.,37.7905703,-122.4055726,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Vallejo Garage Roof (Vallejo at Powell),37.798724,-122.4099113,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Clay St. at Taylor,37.7934487,-122.4128493,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Bay St. at Polk,37.8043727,-122.4234796,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Intersection of Lombard and Hyde,37.8020045,-122.4196371,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Mission between 3rd and 4th St.,37.7862697,-122.4020776,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,555 California,37.7920602,-122.403706,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Broadway and Kearney,37.7980203,-122.4055234,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Grant between Bush and Market,37.7905703,-122.4055726,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Coit Tower,37.8023949,-122.4058222,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,TransAmerica Pyramid (600 Montgomery Street),37.7950185,-122.4027468,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Washington Square,37.8008473,-122.4099791,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Battery Spencer,37.8277123,-122.4816622,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Pier 43,37.809041,-122.414528,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,"Vallejo St. Garage, 766 Vallejo St.",37.798724,-122.4099113,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Fort Baker,37.8360614,-122.4788979,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,AT&T Stadium,37.7785951,-122.3892698,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,AT&T Stadium,37.7785951,-122.3892698,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Water work in SF Bay,37.767831,-122.40271,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,"Stage Work, 47 Julian St.",37.7675403,-122.4207572,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,Hyde St. at Greenwich and Hyde St. at Lombard,37.8014646,-122.420091,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,2015,"Asia Star Fantasy, 1126 Grant Ave.",37.7974328,-122.4067744,tt2126355,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,"Action,Adventure,Drama",0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sausalito,2000,The Castro,37.7609082,-122.4350043,tt0240880,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY0Mjc2NzU2Nl5BMl5BanBnXkFtZTcwNjY5ODAyMQ@@._V1_SX300.jpg,Romance,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sense8,2015,18th Street between Guerrero and Valencia Streets,37.7615768,-122.4238724,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense8,2015,"Atlas Cafe, 3049 20th St.",37.7589457,-122.4114619,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense8,2015,Clarion Alley between Valencia & Mission St.,37.7629366,-122.4215257,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense8,2015,Harrison & 20th,37.7590434,-122.4125343,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense8,2015,Folsom,37.761877,-122.4149987,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense8,2015,16th St.,37.7655641,-122.4114895,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense8,2015,S. Van Ness,37.7621605,-122.4172224,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense8,2015,22nd St.,37.7558455,-122.4122264,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
